,text,emotion
12897,i paused feeling that what would come next would be fake,Sadness
12898,i dont have a god to turn to doesnt mean i dont feel offended by that,Anger
12899,i feel myself caring and wondering more than them,Love
12900,i am thankful that i feel well emotionally,Joy
12901,i almost inexplicably burst into tears in front of my mother its kind of a long story unfounded guilt about feeling ungrateful earlier today but ive been cleaning and trying to keep myself active so i dont keep falling back into slumps,Sadness
12902,i have no doubt they would dial feeling threatened,Fear
12903,im feeling exceptionally brave that day to tell the husband that i need to buy it because i like it and nothing else,Joy
12904,i just feel like i was foolish ignoring warnings about cell phones,Sadness
12905,i feel like i was convinced to spend the night alone it was not my choice i was wrongfully lead astray,Joy
12906,i was feeling paranoid tonight so i had to check my blog stats,Fear
12907,i was rather calm after writing down how i truly feel so was not as agitated as sonia yixuan and atiqah,Anger
12908,i got the feeling that the person on the other end hated me,Anger
12909,i have told her many times as well as given her gifts that say exactly how i feel about my precious girl,Joy
12910,im feeling a little shaky because im going to give a speech at jens retirement lunch shortly and i dont want to cry,Fear
12911,ive told my mom and my friends and they all react as if i told them im joining the circus and it makes me feel so isolated,Sadness
12912,i cant feel complacent,Joy
12913,i was feeling amorous,Love
12914,im back to watching running man and i love it i got back the feeling of why i loved running man,Love
12915,i feel so glad talking to them because they help me learning japanese through conversation and help me speaking english nicer and more frequently,Joy
12916,im feeling good now,Joy
12917,i realised something was wrong when i started to feel everyone hated me and was saying things about me and only wanted to talk to me because they pitied me,Anger
12918,i feel like this really heartbroken little year old all over again she explained,Sadness
12919,i feel a bit reluctant having to say anything at all because a popular blogger who i share similarities with had beat me to the chase,Fear
12920,i feel so privileged to have experienced all the lovely places ive been able to visit throughout the last few years,Joy
12921,i still feel constantly paranoid and anxious i keep wanting to go on facebook to check he hasn t been back on there i keep wanting to go through the texts on his phone i feel edgy when he s at work and want him to come straight home to me,Fear
12922,i feel not loved i always get kicked around or shoved,Love
12923,i know it meant that i will get ignored more and that i will have that feeling more still i did keeping all the sadness and all the ignored feeling,Sadness
12924,i am feeling very lethargic although still trying to get to the gym today but almost all my time seems to be now in a strange chilled out ambience,Sadness
12925,i feel so ugly and ashamed img src http s,Sadness
12926,im feeling cranky cantankerous and resentful like a house slave basically almost all the mothers i know rely heavily on either alcohol marijuana or separation divorce to get some space and sanity for themselves away from their maternal responsibilities,Anger
12927,i think back to everything that happened in the book im left feeling stunned,Surprise
12928,i remember him feeling discouraged,Sadness
12929,i just feel like no one cares and no one can be bothered to make the effort and meet up,Anger
12930,i knew something was off as i have been feeling so bad,Sadness
12931,im feeling like the lunches are dull,Sadness
12932,i feel unsure because my financial future thanks to the stupid law is at this point partly dependent on js integrity rejected and jilted by j after we took vows unsure and even a little worried about getting passport ability to do so,Fear
12933,i started going down the adventure feeling totally ludicrous and wondering if this wasnt all just a waste of my time thats when i saw this screenshot,Surprise
